# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		5261		2395		1851
1		5566		4790		1692
2		5519		7185		1749
3		5495		9580		1824
4		5538		11975		1772
5		5466		14370		1788
6		5525		16765		1785
7		5417		19160		1765
8		5465		21555		1744
9		5496		23950		1745
10		5442		26345		1782
11		5445		28740		1755
12		5411		31135		1777
13		5421		33530		1769
14		5369		35925		1799
15		5348		38320		1775
16		5439		40715		1768
17		5364		43110		1739
18		5394		45505		1772
19		5381		47900		1784
20		5324		50295		1753
21		5277		52690		1777
22		5217		55085		1731
23		5238		57480		1792
24		5340		59875		1742
25		5237		62270		1773
26		5385		64665		1735
27		5351		67060		1762
28		5331		69455		1748
29		5271		71850		1749
30		5330		74245		1764
31		5270		76640		1760
32		5270		79035		1779
33		5233		81430		1783
34		5163		83825		1780
35		5307		86220		1784
36		5276		88615		1749
37		5268		91010		1736
38		5363		93405		1776
39		5303		95800		1766
40		5327		98195		1783
41		5200		100590		1759
42		5224		102985		1774
43		5310		105380		1758
44		5285		107775		1797
45		5275		110170		1769
46		5228		112565		1795
47		5261		114960		1798
48		5248		117355		1742
49		5227		119750		1783
50		5317		122145		1786
51		5298		124540		1776
52		5214		126935		1754
53		5251		129330		1793
54		5193		131725		1758
55		5281		134120		1777
56		5237		136515		1798
57		5273		138910		1761
58		5131		141305		1769
59		5186		143700		1759
60		5178		146095		1796
61		5165		148490		1800
62		5266		150885		1781
63		5262		153280		1785
64		5210		155675		1764
65		5299		158070		1777
66		5162		160465		1741
67		5148		162860		1745
68		5165		165255		1752
69		5207		167650		1774
70		5139		170045		1809
71		5201		172440		1780
72		5197		174835		1796
73		5091		177230		1776
74		5217		179625		1741
75		5197		182020		1775
76		5166		184415		1763
77		5123		186809		1780
78		5161		189204		1780
79		5135		191599		1742
80		5274		193994		1757
81		5051		196389		1767
82		5112		198784		1785
83		5150		201179		1778
84		4969		203574		1780
85		5122		205969		1778
86		5047		208364		1804
87		5122		210759		1767
88		5117		213154		1790
89		5158		215549		1773
90		5153		217944		1799
91		5062		220339		1783
92		5136		222734		1791
93		5072		225129		1801
94		5081		227524		1790
95		5168		229919		1776
96		5184		232314		1788
97		5169		234708		1776
98		5069		237103		1829
99		5133		239498		1762
100		5038		241893		1777
101		5021		244288		1793
102		4969		246683		1775
103		5123		249078		1784
104		5050		251473		1771
105		5126		253868		1770
106		5039		256263		1791
107		5060		258658		1797
108		5109		261053		1787
109		5101		263448		1759
110		5021		265843		1782
111		4971		268238		1757
112		4919		270633		1782
113		4966		273028		1768
114		5000		275423		1763
115		4967		277818		1802
116		4948		280213		1829
117		4818		282608		1798
118		4920		285003		1801
119		4893		287398		1795
120		5005		289793		1785
121		4846		292188		1767
122		5007		294583		1780
123		4507		296978		1754
124		4135		299373		1758
125		4092		301768		1786
126		4008		304163		1788
127		3930		306558		1762
128		3893		308953		1788
129		3814		311347		1775
130		3819		313742		1770
131		3875		316137		1792
132		3829		318532		1782
133		3674		320927		1756
134		3708		323322		1770
135		3721		325717		1779
136		3735		328112		1778
137		3707		330507		1789
138		3673		332902		1796
139		3645		335297		1779
140		3641		337692		1780
141		3636		340087		1778
142		3623		342482		1774
143		3540		344877		1759
144		3605		347272		1799
145		3582		349667		1788
146		3645		352062		1769
147		3582		354457		1785
148		3577		356851		1770
149		3555		359246		1768
150		3552		361641		1756
151		3548		364036		1786
152		3589		366431		1785
153		3563		368826		1773
154		3551		371221		1776
155		3517		373616		1778
156		3495		376011		1770
157		3504		378406		1786
158		3513		380801		1780
159		3517		383196		1792
160		3442		385591		1792
161		3552		387986		1776
162		3511		390380		1737
163		3568		392775		1753
164		3483		395170		1770
165		3519		397565		1801
166		3508		399959		1764
167		3498		402354		1799
168		3444		404749		1770
169		3445		407144		1754
170		3426		409539		1767
171		3427		411934		1764
172		3396		414329		1768
173		3457		416724		1754
174		3428		419119		1795
175		3398		421514		1764
176		3394		423909		1780
177		3385		426303		1753
178		3335		428698		1766
179		3313		431093		1779
180		3307		433487		1800
181		3311		435882		1775
182		3315		438277		1764
183		3295		440672		1768
184		3241		443067		1750
185		3282		445462		1780
186		3227		447857		1786
187		3256		450252		1776
188		3248		452647		1783
189		3175		455042		1788
190		3294		457437		1764
191		3251		459832		1782
192		3272		462227		1766
193		3288		464622		1770
194		3280		467017		1777
195		3259		469412		1770
196		3240		471807		1779
197		3231		474202		1780
198		3161		476597		1750
199		3110		478992		1793
200		3089		481387		1775
201		3114		483782		1781
202		3078		486177		1788
203		3080		488572		1765
204		3090		490967		1773
205		3049		493362		1795
206		3096		495757		1766
207		3049		498152		1799
208		3072		500547		1753
209		3046		502942		1783
210		3042		505336		1773
211		3016		507731		1756
212		3010		510126		1772
213		2999		512521		1774
214		3018		514916		1781
215		2973		517311		1797
216		2985		519706		1776
217		3026		522101		1770
218		3037		524495		1783
219		3034		526890		1776
220		3026		529285		1796
221		3036		531680		1777
222		3017		534075		1760
223		2933		536469		1787
224		2911		538864		1779
225		2891		541258		1762
226		2870		543653		1777
227		2877		546048		1768
228		2867		548443		1780
229		2844		550838		1799
230		2858		553232		1778
231		2849		555626		1795
232		2861		558021		1771
233		2823		560415		1777
234		2818		562810		1775
235		2815		565205		1793
236		2813		567599		1781
237		2799		569994		1787
238		2816		572389		1779
239		2820		574784		1775
240		2827		577179		1801
241		2816		579574		1796
242		2816		581969		1773
243		2803		584364		1760
244		2764		586759		1774
245		2790		589154		1794
246		2795		591549		1774
247		2793		593944		1784
248		2729		596339		1775
249		2776		598734		1785
250		2766		601129		1785
251		2726		603523		1794
252		2750		605918		1790
253		2751		608313		1781
254		2759		610708		1791
255		2754		613103		1807
256		2746		615498		1800
257		2741		617893		1799
258		2710		620288		1783
259		2722		622683		1782
260		2711		625078		1794
261		2723		627473		1786
262		2692		629868		1789
263		2710		632263		1783
264		2692		634657		1776
265		2707		637052		1796
266		2691		639447		1777
267		2688		641842		1799
268		2688		644237		1782
269		2684		646632		1786
270		2689		649027		1792
271		2669		651422		1786
272		2661		653816		1793
273		2669		656210		1780
274		2656		658605		1785
275		2642		661000		1799
276		2633		663395		1791
277		2648		665790		1796
278		2615		668184		1787
279		2614		670579		1791
280		2624		672973		1799
281		2614		675368		1795
282		2603		677763		1787
283		2603		680158		1801
284		2585		682553		1800
285		2583		684948		1806
286		2595		687343		1805
287		2594		689738		1803
288		2591		692133		1807
289		2579		694527		1804
290		2560		696921		1805
291		2564		699316		1808
292		2551		701711		1801
293		2543		704106		1805
294		2547		706500		1796
295		2542		708895		1812
296		2537		711290		1806
297		2539		713685		1818
298		2535		716080		1810
299		2512		718475		1815
300		2527		720869		1807
301		2527		723264		1804
302		2526		725659		1795
303		2537		728054		1804
304		2545		730449		1790
305		2527		732844		1803
306		2523		735238		1785
307		2522		737633		1803
308		2526		740028		1796
309		2519		742422		1783
310		2527		744817		1808
311		2526		747212		1807
312		2517		749607		1796
313		2508		752002		1816
314		2495		754397		1803
315		2522		756792		1811
316		2490		759186		1806
317		2479		761581		1804
318		2488		763976		1802
319		2481		766371		1803
320		2469		768766		1804
321		2474		771161		1805
322		2474		773556		1795
323		2467		775951		1806
324		2461		778346		1800
325		2468		780740		1815
326		2459		783135		1795
327		2470		785529		1797
328		2462		787924		1805
329		2457		790319		1799
330		2464		792714		1790
331		2459		795107		1794
332		2457		797502		1781
333		2460		799897		1791
334		2315		800621		1803
335		2253		801302		1799
336		2210		801969		1813
337		2162		802596		1821
338		2142		803195		1821
339		2117		803801		1817
340		2107		804390		1814
341		2091		804968		1812
342		2073		805536		1799
343		2053		806088		1795
344		2041		806618		1791
345		2034		807140		1796
346		2024		807660		1792
347		2015		808172		1798
348		2008		808673		1802
349		2002		809171		1804
350		2000		809663		1804
351		1991		810143		1805
352		1985		810614		1808
353		1985		811080		1811
354		1985		811544		1811
355		1984		812009		1814
356		1979		812468		1810
357		1977		812928		1809
358		1977		813380		1807
359		1974		813837		1809
360		1971		814293		1810
361		1969		814743		1810
362		1969		815192		1809
363		1967		815642		1808
364		1967		816088		1807
365		1964		816532		1808
366		1961		816975		1808
367		1959		817415		1808
368		1957		817847		1809
369		1956		818278		1809
370		1955		818707		1808
371		1952		819134		1810
372		1951		819557		1810
373		1950		819980		1810
374		1948		820402		1811
375		1946		820820		1810
376		1944		821232		1808
377		1944		821640		1808
378		1944		822048		1808
379		1944		822456		1808
380		1942		822862		1808
381		1938		823264		1810
382		1938		823660		1810
383		1938		824056		1810
384		1938		824452		1810
385		1937		824847		1812
386		1937		825241		1812
387		1935		825633		1815
388		1932		826022		1814
389		1932		826410		1814
390		1932		826798		1814
391		1931		827187		1814
392		1931		827573		1814
393		1931		827959		1814
394		1929		828343		1810
395		1926		828724		1809
396		1925		829101		1809
397		1923		829475		1811
398		1921		829845		1812
399		1920		830210		1813
400		1919		830573		1812
401		1916		830934		1814
402		1916		831290		1814
403		1915		831645		1814
404		1916		832001		1812
405		1915		832361		1813
406		1914		832717		1814
407		1913		833069		1814
408		1913		833421		1814
409		1912		833774		1814
410		1910		834126		1814
411		1909		834473		1813
412		1908		834818		1813
413		1907		835161		1813
414		1907		835501		1813
415		1907		835841		1813
416		1906		836180		1814
417		1906		836518		1814
418		1906		836856		1814
419		1906		837194		1814
420		1906		837532		1814
421		1904		837872		1814
422		1903		838207		1816
423		1903		838539		1816
424		1903		838871		1816
425		1902		839202		1815
426		1902		839534		1815
427		1902		839866		1815
428		1902		840198		1815
429		1902		840530		1815
430		1902		840862		1815
431		1901		841193		1814
432		1899		841521		1813
433		1899		841847		1813
434		1898		842174		1812
435		1897		842497		1814
436		1896		842818		1816
437		1896		843138		1816
438		1896		843458		1816
439		1896		843778		1816
440		1896		844098		1816
441		1896		844418		1816
442		1894		844738		1816
443		1894		845054		1816
444		1892		845368		1816
445		1889		845679		1816
446		1889		845985		1816
447		1888		846292		1816
448		1888		846596		1816
449		1887		846901		1816
450		1887		847203		1816
451		1886		847506		1816
452		1885		847805		1817
453		1885		848103		1817
454		1884		848400		1815
455		1884		848696		1815
456		1881		848989		1815
457		1880		849280		1816
458		1879		849571		1815
459		1879		849859		1815
460		1878		850148		1815
461		1877		850434		1814
462		1877		850720		1814
463		1877		851006		1814
464		1876		851293		1815
465		1876		851577		1815
466		1876		851861		1815
467		1875		852144		1816
468		1875		852426		1816
469		1875		852708		1816
470		1874		852991		1815
471		1873		853276		1816
472		1872		853555		1816
473		1872		853836		1815
474		1872		854116		1815
475		1872		854396		1815
476		1872		854676		1815
477		1872		854956		1815
478		1872		855236		1815
479		1872		855516		1815
480		1871		855795		1815
481		1870		856072		1814
482		1870		856348		1814
483		1870		856624		1814
484		1870		856900		1814
485		1870		857176		1814
486		1870		857452		1814
487		1870		857728		1814
488		1870		858004		1814
489		1870		858280		1814
490		1870		858556		1814
491		1870		858832		1814
492		1870		859108		1814
493		1870		859384		1814
494		1870		859660		1814
495		1870		859936		1814
496		1870		860212		1814
497		1870		860488		1814
498		1870		860764		1814
499		1870		861040		1814
500		1870		861316		1814
501		1870		861592		1814
502		1870		861868		1814
503		1869		862145		1814
504		1869		862419		1814
505		1869		862693		1814
506		1869		862967		1814
507		1869		863241		1814
508		1869		863515		1814
509		1869		863789		1814
510		1869		864063		1814
511		1869		864337		1814
512		1869		864611		1814
513		1868		864884		1814
514		1868		865156		1814
515		1868		865428		1814
516		1868		865700		1814
517		1868		865972		1814
518		1868		866244		1814
519		1868		866516		1814
520		1868		866788		1814
521		1868		867060		1814
522		1868		867332		1814
523		1868		867604		1814
524		1868		867876		1814
525		1868		868148		1814
526		1868		868420		1814
527		1868		868692		1814
528		1868		868964		1814
529		1867		869235		1814
530		1867		869505		1814
531		1866		869776		1815
532		1866		870044		1815
533		1866		870312		1815
534		1866		870580		1815
535		1866		870848		1815
536		1866		871116		1815
537		1866		871384		1815
538		1866		871652		1815
539		1866		871920		1815
540		1866		872188		1815
541		1866		872456		1815
542		1866		872724		1815
543		1866		872992		1815
544		1866		873260		1815
545		1866		873528		1815
546		1866		873796		1815
547		1866		874064		1815
548		1866		874332		1815
549		1865		874601		1815
550		1865		874867		1815
551		1865		875133		1815
552		1865		875399		1815
553		1864		875664		1814
554		1864		875928		1814
555		1864		876192		1814
556		1864		876456		1814
557		1864		876720		1814
558		1864		876984		1814
559		1864		877248		1814
560		1864		877512		1814
561		1864		877776		1814
562		1863		878041		1814
563		1863		878303		1814
564		1862		878566		1812
565		1862		878826		1812
566		1862		879086		1812
567		1862		879346		1812
568		1861		879605		1814
569		1861		879863		1814
570		1861		880121		1814
571		1861		880379		1814
572		1859		880637		1814
573		1859		880891		1814
574		1859		881145		1814
575		1859		881399		1814
576		1859		881653		1814
577		1858		881906		1816
578		1856		882158		1816
579		1855		882407		1815
580		1855		882653		1815
581		1855		882899		1815
582		1855		883145		1815
583		1855		883391		1815
584		1855		883637		1815
585		1855		883883		1815
586		1855		884129		1815
587		1855		884375		1815
588		1855		884621		1815
589		1855		884867		1815
590		1854		885114		1816
591		1854		885358		1816
592		1854		885602		1816
593		1854		885846		1816
594		1854		886090		1816
595		1854		886334		1816
596		1854		886578		1816
597		1854		886822		1816
598		1854		887066		1816
599		1854		887310		1816
600		1854		887554		1816
601		1854		887798		1816
602		1854		888042		1816
603		1854		888286		1816
604		1854		888530		1816
605		1854		888774		1816
606		1854		889018		1816
607		1854		889262		1816
608		1854		889506		1816
609		1854		889750		1816
610		1854		889994		1816
611		1854		890238		1816
612		1854		890482		1816
613		1854		890726		1816
614		1854		890970		1816
615		1854		891214		1816
616		1854		891458		1816
617		1854		891702		1816
618		1853		891947		1816
619		1853		892189		1816
620		1853		892431		1816
621		1853		892673		1816
622		1853		892915		1816
623		1852		893156		1817
624		1852		893396		1817
625		1852		893636		1817
626		1851		893877		1817
627		1852		894117		1815
628		1851		894358		1816
629		1851		894598		1816
630		1851		894838		1816
631		1851		895078		1816
632		1851		895318		1816
633		1851		895558		1816
634		1851		895798		1816
635		1851		896038		1816
636		1851		896278		1816
637		1851		896518		1816
638		1850		896759		1815
639		1850		896997		1815
640		1850		897235		1815
641		1850		897473		1815
642		1850		897711		1815
643		1850		897949		1815
644		1850		898187		1815
645		1850		898425		1815
646		1850		898663		1815
647		1850		898901		1815
648		1850		899139		1815
649		1850		899377		1815
650		1850		899615		1815
651		1850		899853		1815
652		1850		900091		1815
653		1850		900329		1815
654		1850		900567		1815
655		1850		900805		1815
656		1850		901043		1815
657		1850		901281		1815
658		1850		901519		1815
659		1850		901757		1815
660		1850		901995		1815
661		1850		902233		1815
662		1850		902471		1815
663		1850		902709		1815
664		1850		902947		1815
665		1850		903185		1815
666		1850		903423		1815
667		1850		903661		1815
668		1850		903899		1815
669		1850		904137		1815
670		1850		904375		1815
671		1850		904613		1815
672		1850		904851		1815
673		1850		905089		1815
674		1850		905327		1815
675		1850		905565		1815
676		1850		905803		1815
677		1850		906041		1815
678		1850		906279		1815
679		1850		906517		1815
680		1850		906755		1815
681		1850		906993		1815
682		1850		907231		1815
683		1850		907469		1815
684		1850		907707		1815
685		1850		907945		1815
686		1850		908183		1815
687		1850		908421		1815
688		1850		908659		1815
689		1850		908897		1815
690		1850		909135		1815
691		1850		909373		1815
692		1850		909611		1815
693		1850		909849		1815
694		1850		910087		1815
695		1850		910325		1815
696		1850		910563		1815
697		1850		910801		1815
698		1850		911039		1815
699		1850		911277		1815
700		1850		911515		1815
701		1850		911753		1815
702		1850		911991		1815
703		1850		912229		1815
704		1850		912467		1815
705		1850		912705		1815
706		1850		912943		1815
707		1850		913181		1815
708		1850		913419		1815
709		1850		913657		1815
710		1850		913895		1815
711		1850		914133		1815
712		1850		914371		1815
713		1850		914609		1815
714		1850		914847		1815
715		1850		915085		1815
716		1850		915323		1815
717		1850		915561		1815
718		1850		915799		1815
719		1850		916037		1815
720		1850		916275		1815
721		1850		916513		1815
722		1850		916751		1815
723		1850		916989		1815
724		1850		917227		1815
725		1850		917465		1815
726		1850		917703		1815
727		1850		917941		1815
728		1850		918179		1815
729		1850		918417		1815
730		1850		918655		1815
731		1850		918893		1815
732		1850		919131		1815
733		1850		919369		1815
734		1850		919607		1815
735		1850		919845		1815
736		1850		920083		1815
737		1850		920321		1815
738		1850		920559		1815
739		1850		920797		1815
740		1850		921035		1815
741		1850		921273		1815
742		1850		921511		1815
743		1850		921749		1815
744		1850		921987		1815
745		1850		922225		1815
746		1850		922463		1815
747		1850		922701		1815
748		1850		922939		1815
749		1850		923177		1815
750		1850		923415		1815
751		1850		923653		1815
752		1850		923891		1815
753		1850		924129		1815
754		1850		924367		1815
755		1850		924605		1815
756		1850		924843		1815
757		1850		925081		1815
758		1850		925319		1815
759		1850		925557		1815
760		1850		925795		1815
761		1850		926033		1815
762		1850		926271		1815
763		1850		926509		1815
764		1850		926747		1815
765		1850		926985		1815
766		1850		927223		1815
767		1850		927461		1815
768		1850		927699		1815
769		1850		927937		1815
770		1850		928175		1815
771		1850		928413		1815
772		1850		928651		1815
773		1850		928889		1815
774		1850		929127		1815
775		1850		929365		1815
776		1850		929603		1815
777		1850		929841		1815
778		1850		930079		1815
779		1850		930317		1815
780		1850		930555		1815
781		1850		930793		1815
782		1850		931031		1815
783		1850		931269		1815
784		1850		931507		1815
785		1850		931745		1815
786		1850		931983		1815
787		1850		932221		1815
788		1850		932459		1815
789		1850		932697		1815
790		1850		932935		1815
791		1850		933173		1815
792		1850		933411		1815
793		1850		933649		1815
794		1850		933887		1815
795		1850		934125		1815
796		1850		934363		1815
797		1850		934601		1815
798		1850		934839		1815
799		1850		935077		1815
800		1850		935315		1815
801		1850		935553		1815
802		1850		935791		1815
803		1850		936029		1815
804		1850		936267		1815
805		1850		936505		1815
806		1850		936743		1815
807		1850		936981		1815
808		1850		937219		1815
809		1850		937457		1815
810		1850		937695		1815
811		1850		937933		1815
812		1850		938171		1815
813		1850		938409		1815
814		1850		938647		1815
815		1850		938885		1815
816		1850		939123		1815
817		1850		939361		1815
818		1850		939599		1815
819		1850		939837		1815
820		1850		940075		1815
821		1850		940313		1815
822		1850		940551		1815
823		1850		940789		1815
824		1850		941027		1815
825		1850		941265		1815
826		1850		941503		1815
827		1850		941741		1815
828		1850		941979		1815
829		1850		942217		1815
830		1850		942455		1815
